title,description,release,summary,tags
"The Sims™ 3 High-End Loft Stuff","Transform your Sims’ homes into sleek, edgy lofts with The Sims 3 High-End Loft Stuff. With a host of new items for the most lived-in rooms in your Sims’ homes, including slick gadgets for your high-tech home office, a next-gen gaming system for the killer game room, modern furniture for the most...","Released: 27 Jan, 2011","Overall user reviews:
			5 user reviews","[{""tags"":""Simulation""}]"
"Empyrion - Galactic Survival","Empyrion - Galactic Survival is a 3D open world, space survival adventure in which you can fly across space and land on planets. Build, explore, fight and survive in a hostile galaxy full of hidden dangers.","Released: Aug 5, 2015","Overall user reviews:
			Very Positive
						(6,185 reviews)","[{""tags"":""Early Access""},{""tags"":""Space""},{""tags"":""Survival""},{""tags"":""Open World""},{""tags"":""Sandbox""},{""tags"":""Building""},{""tags"":""Multiplayer""},{""tags"":""Crafting""},{""tags"":""Exploration""},{""tags"":""Sci-fi""},{""tags"":""Adventure""},{""tags"":""Simulation""},{""tags"":""Singleplayer""},{""tags"":""Co-op""},{""tags"":""Strategy""},{""tags"":""Indie""},{""tags"":""First-Person""},{""tags"":""Action""},{""tags"":""Aliens""},{""tags"":""FPS""}]"
"Mount & Blade: Warband","In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!","Released: Mar 31, 2010","Overall user reviews:
			Overwhelmingly Positive
						(43,246 reviews)","[{""tags"":""Medieval""},{""tags"":""RPG""},{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Strategy""},{""tags"":""Sandbox""},{""tags"":""Multiplayer""},{""tags"":""Moddable""},{""tags"":""Horses""},{""tags"":""Military""},{""tags"":""Adventure""},{""tags"":""Realistic""},{""tags"":""First-Person""},{""tags"":""Historical""},{""tags"":""Singleplayer""},{""tags"":""Third Person""},{""tags"":""Hack and Slash""},{""tags"":""Simulation""},{""tags"":""Fantasy""},{""tags"":""Indie""}]"
"SMITE® - Ultimate God Pack","Unlock all present and future gods with the SMITE Ultimate God Pack.","Released: 8 Sep, 2015","Overall user reviews:
			Mostly Positive
						(508 reviews)","[{""tags"":""Action""},{""tags"":""Free to Play""},{""tags"":""MOBA""},{""tags"":""Third Person""},{""tags"":""Multiplayer""}]"
"Dishonored 2","Reprise your role as a supernatural assassin in Dishonored 2. Declared a “masterpiece” by Eurogamer and hailed “a must-play revenge tale” by Game Informer, Dishonored 2 is the follow up to Arkane’s 1st-person action blockbuster & winner of 100+ 'Game of the Year' awards, Dishonored.","Released: 11 Nov, 2016","Overall user reviews:
			Mostly Positive
						(8,455 reviews)","[{""tags"":""Stealth""},{""tags"":""Action""},{""tags"":""First-Person""},{""tags"":""Assassin""},{""tags"":""Steampunk""},{""tags"":""Atmospheric""},{""tags"":""Singleplayer""},{""tags"":""Story Rich""},{""tags"":""Female Protagonist""},{""tags"":""Magic""},{""tags"":""Supernatural""},{""tags"":""Parkour""},{""tags"":""Adventure""},{""tags"":""Open World""},{""tags"":""Great Soundtrack""},{""tags"":""Heist""},{""tags"":""Gore""},{""tags"":""Exploration""},{""tags"":""Dystopian ""},{""tags"":""Illuminati""}]"
"Heroes® of Might & Magic® III - HD Edition","The most popular Heroes® title of all time is back in HD! Fifteen years later, rediscover the epic tale of Queen Catherine Ironfist, as she re-embarks on her critically acclaimed quest to unite her ravaged homeland and re-conquer the kingdom of Erathia.","Released: 28 Jan, 2015","Overall user reviews:
			Mixed
						(2,883 reviews)","[{""tags"":""Strategy""},{""tags"":""Classic""},{""tags"":""Turn-Based Strategy""},{""tags"":""Fantasy""},{""tags"":""Multiplayer""},{""tags"":""Great Soundtrack""},{""tags"":""Atmospheric""},{""tags"":""RPG""},{""tags"":""Turn-Based""},{""tags"":""Singleplayer""},{""tags"":""Remake""},{""tags"":""Co-op""},{""tags"":""Adventure""},{""tags"":""Replay Value""},{""tags"":""Retro""},{""tags"":""Action""}]"
"RPG Maker MV - FSM: Town of Beginnings Tiles","From single woodland cabins to bustling capital cities, RPG worlds are filled with man-made dwellings - and there's no better way to bring them to life than with a special tileset!","Released: 10 Nov, 2016","Overall user reviews:
			Positive
						(12 reviews)","[{""tags"":""Design & Illustration""},{""tags"":""Web Publishing""}]"
"Nihilumbra","Discover the beautiful world of Nihilumbra and join Born on his adventure to find himself whilst trying to escape from his inevitable curse. Born was created from the absolute nothingness: The Void. But somehow he separates himself from the black emptiness and appears in the world.","Released: Oct 25, 2013","Overall user reviews:
			Very Positive
						(1,611 reviews)","[{""tags"":""Indie""},{""tags"":""Adventure""},{""tags"":""Platformer""},{""tags"":""Puzzle""},{""tags"":""Casual""},{""tags"":""Puzzle-Platformer""},{""tags"":""2D""},{""tags"":""Atmospheric""},{""tags"":""Singleplayer""},{""tags"":""Story Rich""},{""tags"":""Short""},{""tags"":""Great Soundtrack""},{""tags"":""Difficult""},{""tags"":""Narration""}]"
"Sid Meier's Civilization® V","Create, discover, and download new player-created maps, scenarios, interfaces, and more!","Released: 23 Sep, 2010","Overall user reviews:
			Overwhelmingly Positive
						(71,674 reviews)","[{""tags"":""Turn-Based Strategy""},{""tags"":""Strategy""},{""tags"":""Turn-Based""},{""tags"":""Multiplayer""},{""tags"":""Historical""},{""tags"":""4X""},{""tags"":""Singleplayer""},{""tags"":""Hex Grid""},{""tags"":""Grand Strategy""},{""tags"":""Replay Value""},{""tags"":""Co-op""},{""tags"":""Tactical""},{""tags"":""Moddable""},{""tags"":""Economy""},{""tags"":""Diplomacy""},{""tags"":""Simulation""},{""tags"":""Great Soundtrack""},{""tags"":""Classic""},{""tags"":""Touch-Friendly""},{""tags"":""Education""}]"
"Cities: Skylines","Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.","Released: 10 Mar, 2015","Overall user reviews:
			Very Positive
						(30,599 reviews)","[{""tags"":""City Builder""},{""tags"":""Simulation""},{""tags"":""Building""},{""tags"":""Strategy""},{""tags"":""Moddable""},{""tags"":""Singleplayer""},{""tags"":""Management""},{""tags"":""Sandbox""},{""tags"":""Economy""},{""tags"":""Resource Management""},{""tags"":""Realistic""},{""tags"":""Replay Value""},{""tags"":""Casual""},{""tags"":""Mod""},{""tags"":""Family Friendly""},{""tags"":""Great Soundtrack""},{""tags"":""Real-Time with Pause""},{""tags"":""Modern""},{""tags"":""Funny""},{""tags"":""Action""}]"
"RPG Maker 2003","For the first time ever, RPG Maker 2003 is officially available in English! This legendary game development engine is both highly affordable and easy to use, and it remains one of the most popular RPG Maker installments to date.","Released: 24 Apr, 2015","Overall user reviews:
			Very Positive
						(135 reviews)","[{""tags"":""Design & Illustration""},{""tags"":""Game Development""},{""tags"":""Web Publishing""},{""tags"":""RPGMaker""},{""tags"":""RPG""}]"
"SENRAN KAGURA ESTIVAL VERSUS - Kagura","The high-flying, high-bouncing ninja girls of SENRAN KAGURA return, this time with more moves, more playable characters, more story and attitude, and more destruction online with matches that can support up to 10 players.","Released: 17 Mar, 2017","Overall user reviews:
			Positive
						(10 reviews)","[{""tags"":""Action""},{""tags"":""Nudity""}]"
"Killing Floor 2","6-player co-op Zed-slaughtering mayhem. And now, 12-player Versus Survival mode, too - now you can BE the Zeds!","Released: Nov 18, 2016","Overall user reviews:
			Very Positive
						(29,722 reviews)","[{""tags"":""Zombies""},{""tags"":""Co-op""},{""tags"":""Gore""},{""tags"":""FPS""},{""tags"":""Action""},{""tags"":""Survival""},{""tags"":""Horror""},{""tags"":""Online Co-Op""},{""tags"":""Multiplayer""},{""tags"":""Shooter""},{""tags"":""First-Person""},{""tags"":""Team-Based""},{""tags"":""Survival Horror""},{""tags"":""Great Soundtrack""},{""tags"":""Atmospheric""},{""tags"":""Difficult""},{""tags"":""Singleplayer""},{""tags"":""Indie""},{""tags"":""Funny""},{""tags"":""Open World""}]"
"Tom Clancy's Rainbow Six® Siege","Tom Clancy's Rainbow Six Siege is the upcoming installment of the acclaimed first-person shooter franchise developed by the renowned Ubisoft Montreal studio.","Released: 1 Dec, 2015","Overall user reviews:
			Very Positive
						(62,043 reviews)","[{""tags"":""FPS""},{""tags"":""Action""},{""tags"":""Multiplayer""},{""tags"":""Tactical""},{""tags"":""Shooter""},{""tags"":""Team-Based""},{""tags"":""Co-op""},{""tags"":""First-Person""},{""tags"":""Strategy""},{""tags"":""Realistic""},{""tags"":""Destruction""},{""tags"":""Online Co-Op""},{""tags"":""Competitive""},{""tags"":""Atmospheric""},{""tags"":""Physics""},{""tags"":""Singleplayer""},{""tags"":""Simulation""},{""tags"":""Massively Multiplayer""},{""tags"":""Casual""},{""tags"":""Female Protagonist""}]"
"Warhammer 40,000: Dawn of War II","With a focus on fast-action RTS gameplay, Dawn of War II brings to life the science fiction universe of Warhammer 40,000 like never before. Experience the intimate brutality of battle as you play through your chosen race’s epic campaign.","Released: 18 Feb, 2009","Overall user reviews:
			Very Positive
						(2,615 reviews)","[{""tags"":""Strategy""},{""tags"":""Warhammer 40K""},{""tags"":""RTS""},{""tags"":""Sci-fi""},{""tags"":""Multiplayer""},{""tags"":""Tactical""},{""tags"":""Games Workshop""},{""tags"":""Singleplayer""},{""tags"":""Co-op""},{""tags"":""Futuristic""},{""tags"":""Gore""},{""tags"":""Online Co-Op""},{""tags"":""RPG""},{""tags"":""Action""},{""tags"":""Fantasy""},{""tags"":""Real-Time""},{""tags"":""Co-op Campaign""},{""tags"":""Atmospheric""},{""tags"":""Great Soundtrack""}]"
"BioShock Infinite","Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia.","Released: Mar 25, 2013","Overall user reviews:
			Overwhelmingly Positive
						(46,451 reviews)","[{""tags"":""FPS""},{""tags"":""Action""},{""tags"":""Story Rich""},{""tags"":""Singleplayer""},{""tags"":""Steampunk""},{""tags"":""Atmospheric""},{""tags"":""Shooter""},{""tags"":""First-Person""},{""tags"":""Alternate History""},{""tags"":""Adventure""},{""tags"":""Great Soundtrack""},{""tags"":""Dystopian ""},{""tags"":""Sci-fi""},{""tags"":""Time Travel""},{""tags"":""Fantasy""},{""tags"":""Linear""},{""tags"":""Gore""},{""tags"":""RPG""},{""tags"":""Political""},{""tags"":""Controller""}]"
"Grim Dawn","Enter an apocalyptic fantasy world where humanity is on the brink of extinction, iron is valued above gold and trust is hard earned. This ARPG features complex character development, hundreds of unique items, crafting and quests with choice & consequence.","Released: Feb 25, 2016","Overall user reviews:
			Very Positive
						(12,385 reviews)","[{""tags"":""Action RPG""},{""tags"":""RPG""},{""tags"":""Hack and Slash""},{""tags"":""Loot""},{""tags"":""Dark Fantasy""},{""tags"":""Multiplayer""},{""tags"":""Co-op""},{""tags"":""Indie""},{""tags"":""Action""},{""tags"":""Singleplayer""},{""tags"":""Dungeon Crawler""},{""tags"":""Post-apocalyptic""},{""tags"":""Adventure""},{""tags"":""Dark""},{""tags"":""Kickstarter""},{""tags"":""Isometric""},{""tags"":""Fantasy""},{""tags"":""Atmospheric""},{""tags"":""Crowdfunded""},{""tags"":""Zombies""}]"
"Pro Evolution Soccer 2017","PES 2017 reaches a new level by achieving interactive reality.","Released: 14 Sep, 2016","Overall user reviews:
			Mixed
						(1,613 reviews)","[{""tags"":""Sports""},{""tags"":""Soccer""},{""tags"":""Football""},{""tags"":""Multiplayer""},{""tags"":""Free to Play""},{""tags"":""Action""},{""tags"":""Simulation""},{""tags"":""Singleplayer""},{""tags"":""Co-op""},{""tags"":""Strategy""},{""tags"":""Demons""},{""tags"":""Adventure""},{""tags"":""Online Co-Op""},{""tags"":""Illuminati""},{""tags"":""Atmospheric""},{""tags"":""FPS""},{""tags"":""Open World""},{""tags"":""Dating Sim""},{""tags"":""Family Friendly""},{""tags"":""Anime""}]"
"Rocket League® - Masamune","Use the science of aerodynamics and slice through the competition with Masamune, a cutting-edge racer from the streets of Neo Tokyo!","Released: 18 Jul, 2016","Overall user reviews:
			Very Positive
						(535 reviews)","[{""tags"":""Sports""},{""tags"":""Racing""},{""tags"":""Action""},{""tags"":""Indie""}]"
"Project CARS","Project CARS is the ultimate driver journey!","Released: 15 Mar, 2015","Overall user reviews:
			Mostly Positive
						(5,560 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Driving""},{""tags"":""Realistic""},{""tags"":""Multiplayer""},{""tags"":""Sports""},{""tags"":""Singleplayer""},{""tags"":""Physics""},{""tags"":""Atmospheric""},{""tags"":""First-Person""},{""tags"":""VR""},{""tags"":""Action""},{""tags"":""Controller""},{""tags"":""Third Person""},{""tags"":""Open World""},{""tags"":""Co-op""},{""tags"":""Arcade""},{""tags"":""TrackIR""},{""tags"":""Indie""},{""tags"":""Casual""}]"
"METAL GEAR SOLID V: THE PHANTOM PAIN","Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.","Released: 1 Sep, 2015","Overall user reviews:
			Very Positive
						(21,735 reviews)","[{""tags"":""Stealth""},{""tags"":""Open World""},{""tags"":""Story Rich""},{""tags"":""Action""},{""tags"":""Tactical""},{""tags"":""Cinematic""},{""tags"":""Great Soundtrack""},{""tags"":""Third Person""},{""tags"":""Singleplayer""},{""tags"":""Atmospheric""},{""tags"":""Horses""},{""tags"":""Multiplayer""},{""tags"":""Adventure""},{""tags"":""Third-Person Shooter""},{""tags"":""Replay Value""},{""tags"":""Shooter""},{""tags"":""Sandbox""},{""tags"":""Dark""},{""tags"":""Sci-fi""},{""tags"":""Heist""}]"
"Syrian Warfare","Real Time Strategy with a high degree of realism. The game based on a true story.","Released: 21 Feb, 2017","Overall user reviews:
			Very Positive
						(508 reviews)","[{""tags"":""Strategy""},{""tags"":""Tactical""},{""tags"":""Real Time Tactics""},{""tags"":""RTS""},{""tags"":""Indie""},{""tags"":""Military""},{""tags"":""War""}]"
"7 Days to Die","HOW LONG WILL YOU SURVIVE?7 Days to Die has redefined the survival genre, with unrivaled crafting and world-building content. Set in a brutally unforgiving post-apocalyptic world overrun by the undead, 7 Days to Die is an open-world game that is a unique combination of first person shooter,...","Released: Dec 13, 2013","Overall user reviews:
			Very Positive
						(36,398 reviews)","[{""tags"":""Early Access""},{""tags"":""Survival""},{""tags"":""Zombies""},{""tags"":""Open World""},{""tags"":""Crafting""},{""tags"":""Multiplayer""},{""tags"":""Sandbox""},{""tags"":""Building""},{""tags"":""Co-op""},{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Horror""},{""tags"":""Survival Horror""},{""tags"":""FPS""},{""tags"":""Indie""},{""tags"":""Online Co-Op""},{""tags"":""RPG""},{""tags"":""Singleplayer""},{""tags"":""Gore""},{""tags"":""Voxel""}]"
